srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,crimetime,vri_name1,geometry
5004M00000fYmY9QAK,20-00684429,SW-HGW,API,2020-10-06T14:18:21Z,Open,2020-10-06T14:18:21Z,2020-11-20T14:18:21Z,Solid Waste,Service Response,"2830 ELLICOTT DR, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30263506249659,-76.66451427697824,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6645142769782, 39.3026350624966)"
5004M00000fYol8QAC,20-00685536,SW-HGW,API,2020-10-06T18:13:31Z,Open,2020-10-06T18:13:31Z,2020-11-20T18:13:31Z,Solid Waste,Service Response,"2927 BELMONT AVE, Baltimore City, 21216",21216,ROSEMONT,9,Southwestern,39.30323529727885,-76.66655801455755,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6665580145576, 39.3032352972789)"
5004M00000fYopKQAS,20-00685576,SW-HGW,API,2020-10-06T18:23:33Z,Open,2020-10-06T18:23:33Z,2020-11-20T18:23:33Z,Solid Waste,Service Response,"2937 BELMONT AVE, Baltimore City, 21216",21216,ROSEMONT,9,Southwestern,39.30322761653372,-76.66687786351807,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6668778635181, 39.3032276165337)"
5004M00000fZUeUQAW,20-00702413,SW-HGW,API,2020-10-14T13:33:35Z,Open,2020-10-14T13:33:35Z,2020-11-30T13:33:35Z,Solid Waste,Service Response,"1320 POPLAR GROVE ST, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.302600190148006,-76.66560247634075,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6656024763408, 39.302600190148)"
5004M00000fZUvaQAG,20-00702540,SW-HGW,API,2020-10-14T13:58:20Z,Open,2020-10-14T13:58:19Z,2020-11-30T13:58:19Z,Solid Waste,Service Response,"1324 POPLAR GROVE ST, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.302677965969124,-76.66561159998447,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6656115999845, 39.3026779659691)"
5004M00000fZUVDQA4,20-00702346,SW-HGW,API,2020-10-14T13:18:20Z,Open,2020-10-14T13:18:20Z,2020-11-30T13:18:20Z,Solid Waste,Service Response,"1310 POPLAR GROVE ST, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30240922817395,-76.66553286682911,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6655328668291, 39.3024092281739)"
5004M00000fZV2CQAW,20-00702590,SW-HGW,API,2020-10-14T14:08:15Z,Open,2020-10-14T14:08:15Z,2020-11-30T14:08:15Z,Solid Waste,Service Response,"1326 POPLAR GROVE ST, Baltimore City, 21216",21216,WINCHESTER,9,Southwestern,39.30272324484452,-76.66561435059616,NA,NA,NA,NA,2020-10-04,9S,1300 POPLAR GROVE ST,SHOOTING,Inside,FIREARM,814,SOUTHWEST,WINCHESTER,COMMON BUSINESS,1,21:10:00,NA,"c(-76.6656143505962, 39.3027232448445)"
5004M00000dyVl6QAE,20-00337096,SW-HGW,API,2020-06-11T18:13:15Z,Open,2020-06-11T18:13:15Z,2020-07-23T18:13:15Z,Solid Waste,Service Response,"600 QUAIL ST, Baltimore City, 21224",21224,GREEKTOWN,1,Southeastern,39.28598219453926,-76.55415336364597,NA,NA,NA,NA,2020-10-04,9S,600 RAPPOLLA ST,SHOOTING,Outside,FIREARM,233,SOUTHEAST,GREEKTOWN,STREET,1,01:57:00,NA,"c(-76.554153363646, 39.2859821945393)"
5004M00000epKipQAE,20-00586418,SW-HGW,API,2020-08-27T19:13:20Z,Open,2020-08-27T19:13:20Z,2020-10-09T19:13:20Z,Solid Waste,Service Response,"516 QUAIL ST, Baltimore City, 21224",21224,GREEKTOWN,1,Southeastern,39.28639326890155,-76.55417314211645,NA,NA,NA,NA,2020-10-04,9S,600 RAPPOLLA ST,SHOOTING,Outside,FIREARM,233,SOUTHEAST,GREEKTOWN,STREET,1,01:57:00,NA,"c(-76.5541731421165, 39.2863932689015)"
5004M00000epKkNQAU,20-00586454,SW-HGW,API,2020-08-27T19:18:10Z,Open,2020-08-27T19:18:10Z,2020-10-09T19:18:10Z,Solid Waste,Service Response,"518 QUAIL ST, Baltimore City, 21224",21224,GREEKTOWN,1,Southeastern,39.28635153519767,-76.55417101777243,NA,NA,NA,NA,2020-10-04,9S,600 RAPPOLLA ST,SHOOTING,Outside,FIREARM,233,SOUTHEAST,GREEKTOWN,STREET,1,01:57:00,NA,"c(-76.5541710177724, 39.2863515351977)"
5004M00000fWdbHQAS,20-00626060,SW-Cleaning,API,2020-09-11T18:08:30Z,Open,2020-09-11T18:08:30Z,2020-10-26T18:08:30Z,Solid Waste,Service Response,"1322 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.306489254334075,-76.58439368769328,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5843936876933, 39.3064892543341)"
5004M00000fYFbfQAG,20-00670938,SW-HGW,API,2020-09-30T13:03:44Z,Open,2020-09-30T13:03:44Z,2020-11-16T13:03:44Z,Solid Waste,Service Response,"1301 N ROSE ST, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30641933582694,-76.58209240512876,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5820924051288, 39.3064193358269)"
5004M00000fYFeKQAW,20-00670941,SW-HGW,API,2020-09-30T13:04:10Z,Open,2020-09-30T13:04:10Z,2020-11-16T13:04:10Z,Solid Waste,Service Response,"1303 N ROSE ST, Baltimore City, 21213",21213,BEREA,13,Eastern,39.306451794148224,-76.58209761115106,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5820976111511, 39.3064517941482)"
5004M00000fYFp2QAG,20-00670987,SW-HGW,API,2020-09-30T13:13:47Z,Open,2020-09-30T13:13:47Z,2020-11-16T13:13:47Z,Solid Waste,Service Response,"1305 N ROSE ST, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30648448697502,-76.58209981826172,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5820998182617, 39.306484486975)"
5004M00000fYFz5QAG,20-00671029,SW-HGW,API,2020-09-30T13:24:08Z,Open,2020-09-30T13:24:08Z,2020-11-16T13:24:08Z,Solid Waste,Service Response,"1307 N ROSE ST, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30651610659426,-76.58209987895727,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5820998789573, 39.3065161065943)"
5004M00000fYGGaQAO,20-00671143,SW-HGW,API,2020-09-30T13:53:12Z,Open,2020-09-30T13:53:12Z,2020-11-16T13:53:12Z,Solid Waste,Service Response,"1311 N ROSE ST, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30658138465122,-76.58209467293497,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.582094672935, 39.3065813846512)"
5004M00000fYG4oQAG,20-00671081,SW-HGW,API,2020-09-30T13:34:22Z,Open,2020-09-30T13:34:22Z,2020-11-16T13:34:22Z,Solid Waste,Service Response,"1309 N ROSE ST, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30654773173128,-76.5820969628123,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5820969628123, 39.3065477317313)"
5004M00000fYhX8QAK,20-00683009,SW-Cleaning,API,2020-10-05T19:43:26Z,Open,2020-10-05T19:43:25Z,2020-11-19T19:43:25Z,Solid Waste,Service Response,"1213 N MILTON AVE, Baltimore City, 21213",21213,BEREA,13,Eastern,39.3053201422944,-76.5825011040882,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5825011040882, 39.3053201422944)"
5004M00000fYmtjQAC,20-00684583,SW-HGW,API,2020-10-06T14:44:11Z,Open,2020-10-06T14:44:11Z,2020-11-20T14:44:11Z,Solid Waste,Service Response,"2412 E BIDDLE ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30486886265237,-76.58361507146778,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5836150714678, 39.3048688626524)"
5004M00000fYt5lQAC,20-00686943,SW-HGW,API,2020-10-07T13:08:42Z,Open,2020-10-07T13:08:42Z,2020-11-24T13:08:42Z,Solid Waste,Service Response,"1313 N MILTON AVE, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30641282760935,-76.58254138385792,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5825413838579, 39.3064128276093)"
5004M00000fYtANQA0,20-00686973,SW-HGW,API,2020-10-07T13:18:25Z,Open,2020-10-07T13:18:25Z,2020-11-24T13:18:25Z,Solid Waste,Service Response,"1317 N MILTON AVE, Baltimore City, 21213",21213,BEREA,13,Eastern,39.306488983963014,-76.58255068682939,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5825506868294, 39.306488983963)"
5004M00000fYtAqQAK,20-00686970,SW-Cleaning,API,2020-10-07T13:18:10Z,Open,2020-10-07T13:18:10Z,2020-11-24T13:18:10Z,Solid Waste,Service Response,"1309 N MILTON AVE, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30634037644272,-76.58254017546483,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5825401754648, 39.3063403764427)"
5004M00000fYtcaQAC,20-00687181,SW-HGW,API,2020-10-07T13:58:22Z,Open,2020-10-07T13:58:22Z,2020-11-24T13:58:22Z,Solid Waste,Service Response,"1325 N MILTON AVE, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30663447118061,-76.58256575035972,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5825657503597, 39.3066344711806)"
5004M00000fYuWyQAK,20-00687711,SW-HGW,API,2020-10-07T15:09:11Z,Open,2020-10-07T15:09:11Z,2020-11-24T15:09:11Z,Solid Waste,Service Response,"2526 GROGAN AVE, Baltimore City, 21213",21213,BEREA,13,Eastern,39.30650585732409,-76.58182623309973,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5818262330997, 39.3065058573241)"
5004M00000fZ3v1QAC,20-00692131,SW-HGW,API,2020-10-08T19:08:41Z,Open,2020-10-08T19:08:41Z,2020-11-25T19:08:41Z,Solid Waste,Service Response,"1225 N BRADFORD ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30541542050313,-76.58468530770833,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5846853077083, 39.3054154205031)"
5004M00000fZ3vqQAC,20-00692185,SW-HGW,API,2020-10-08T19:18:23Z,Open,2020-10-08T19:18:23Z,2020-11-25T19:18:23Z,Solid Waste,Service Response,"1223 N BRADFORD ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.305379400457,-76.58468262330997,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.58468262331, 39.305379400457)"
5004M00000fZ41dQAC,20-00692203,SW-HGW,API,2020-10-08T19:19:44Z,Open,2020-10-08T19:19:44Z,2020-11-25T19:19:44Z,Solid Waste,Service Response,"1221 N BRADFORD ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.3053423789344,-76.58467833323861,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5846783332386, 39.3053423789344)"
5004M00000fZ49DQAS,20-00692287,SW-Cleaning,API,2020-10-08T19:38:55Z,Open,2020-10-08T19:38:55Z,2020-11-25T19:38:55Z,Solid Waste,Service Response,"1201 N BRADFORD ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.305002588728975,-76.58465639455855,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5846563945586, 39.305002588729)"
5004M00000fZ4D0QAK,20-00692323,SW-Cleaning,API,2020-10-08T19:48:16Z,Open,2020-10-08T19:48:16Z,2020-11-25T19:48:16Z,Solid Waste,Service Response,"1203 N BRADFORD ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.305041864263345,-76.58465934105129,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5846593410513, 39.3050418642633)"
5004M00000fZ4PaQAK,20-00692432,SW-Cleaning,API,2020-10-08T20:23:19Z,Open,2020-10-08T20:23:19Z,2020-11-25T20:23:19Z,Solid Waste,Service Response,"1205 N BRADFORD ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30507400531248,-76.58466410013368,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5846641001337, 39.3050740053125)"
5004M00000fZ4TNQA0,20-00692468,SW-Cleaning,API,2020-10-08T20:33:09Z,Open,2020-10-08T20:33:09Z,2020-11-25T20:33:09Z,Solid Waste,Service Response,"1207 N BRADFORD ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30510669538039,-76.58466420773031,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5846642077303, 39.3051066953804)"
5004M00000fZepTQAS,20-00707011,SW-HGW,API,2020-10-15T18:24:25Z,Open,2020-10-15T18:24:25Z,2020-12-01T18:24:25Z,Solid Waste,Service Response,"1305 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30619174685131,-76.58335547111078,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833554711108, 39.3061917468513)"
5004M00000fZeuYQAS,20-00707051,SW-HGW,API,2020-10-15T18:34:15Z,Open,2020-10-15T18:34:15Z,2020-12-01T18:34:14Z,Solid Waste,Service Response,"1307 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.306222731926226,-76.58335829621242,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833582962124, 39.3062227319262)"
5004M00000fZfa5QAC,20-00707466,SW-HGW,API,2020-10-15T20:03:53Z,Open,2020-10-15T20:03:52Z,2020-12-01T20:03:52Z,Solid Waste,Service Response,"1317 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30638520010154,-76.58336902828806,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833690282881, 39.3063852001015)"
5004M00000fZfe7QAC,20-00707502,SW-HGW,API,2020-10-15T20:13:11Z,Open,2020-10-15T20:13:11Z,2020-12-01T20:13:11Z,Solid Waste,Service Response,"1319 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30641765014616,-76.58337349216939,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833734921694, 39.3064176501462)"
5004M00000fZfWcQAK,20-00707437,SW-HGW,API,2020-10-15T19:54:20Z,Open,2020-10-15T19:54:20Z,2020-12-01T19:54:20Z,Solid Waste,Service Response,"1309 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30625669935944,-76.5833609971641,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833609971641, 39.3062566993594)"
5004M00000fZfWrQAK,20-00707441,SW-HGW,API,2020-10-15T19:54:38Z,Open,2020-10-15T19:54:38Z,2020-12-01T19:54:38Z,Solid Waste,Service Response,"1311 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30628751338328,-76.58336144134513,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833614413451, 39.3062875133833)"
5004M00000fZfWwQAK,20-00707442,SW-HGW,API,2020-10-15T19:54:48Z,Open,2020-10-15T19:54:48Z,2020-12-01T19:54:48Z,Solid Waste,Service Response,"1313 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.306321017323256,-76.58336505548885,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833650554889, 39.3063210173233)"
5004M00000fZfZbQAK,20-00707461,SW-HGW,API,2020-10-15T20:03:11Z,Open,2020-10-15T20:03:10Z,2020-12-01T20:03:10Z,Solid Waste,Service Response,"1315 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.306351767892664,-76.58337039393778,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833703939378, 39.3063517678927)"
5004M00000fZcF4QAK,20-00705713,SW-HGW,API,2020-10-15T13:38:29Z,Open,2020-10-15T13:38:29Z,2020-12-01T13:38:29Z,Solid Waste,Service Response,"1300 N MILTON AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30614598241157,-76.582960765233,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.582960765233, 39.3061459824116)"
5004M00000fZcQqQAK,20-00705825,SW-HGW,API,2020-10-15T13:58:44Z,Open,2020-10-15T13:58:44Z,2020-12-01T13:58:44Z,Solid Waste,Service Response,"1302 N MILTON AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30618639736682,-76.5829633199636,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5829633199636, 39.3061863973668)"
5004M00000fZJQeQAO,20-00698399,SW-Dirty Alley,Phone,2020-10-12T18:58:52Z,New,2020-10-12T18:58:52Z,2020-10-21T18:58:52Z,Solid Waste,Service Response,"1322 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.306489254334075,-76.58439368769328,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5843936876933, 39.3064892543341)"
5004M00000fZJvZQAW,20-00698633,SW-Dirty Alley,Phone,2020-10-12T20:56:33Z,New,2020-10-12T20:56:33Z,2020-10-21T20:56:33Z,Solid Waste,Service Response,"1300 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30608744431883,-76.58436598017771,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5843659801777, 39.3060874443188)"
5004M00000fZdIkQAK,20-00706251,SW-HGW,API,2020-10-15T15:43:10Z,Open,2020-10-15T15:43:10Z,2020-12-01T15:43:10Z,Solid Waste,Service Response,"1303 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30616044174535,-76.58335417443325,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833541744333, 39.3061604417453)"
5004M00000fZdPaQAK,20-00706235,SW-Boarding,API,2020-10-15T15:38:20Z,Open,2020-10-15T15:38:20Z,2020-10-26T15:38:20Z,Solid Waste,Service Response,"1305 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.3061767991943,-76.58400558659417,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5840055865942, 39.3061767991943)"
5004M00000fZdX4QAK,20-00706283,SW-HGW,API,2020-10-15T15:49:16Z,Open,2020-10-15T15:49:16Z,2020-12-01T15:49:16Z,Solid Waste,Service Response,"1301 N PORT ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30612571010006,-76.58335098791723,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5833509879172, 39.3061257101001)"
5004M00000fZmaNQAS,20-00710100,HCD-Sanitation Property,Phone,2020-10-16T21:58:02Z,Open,2020-10-16T21:58:02Z,2020-10-26T21:58:02Z,Housing,Service Response,"1313 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.306323119596165,-76.58397661550774,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5839766155077, 39.3063231195962)"
5004M00000fZmbVQAS,20-00710111,HCD-Sanitation Property,Phone,2020-10-16T22:03:52Z,Open,2020-10-16T22:03:51Z,2020-10-26T22:03:51Z,Housing,Service Response,"1309 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.306250254596286,-76.58400722813273,NA,NA,NA,NA,2020-10-03,1A,2400 E PRESTON ST,HOMICIDE,Inside,FIREARM,331,EASTERN,BROADWAY EAST,VEHICLE,1,01:15:00,Eastern 2,"c(-76.5840072281327, 39.3062502545963)"
5004M00000e0sh1QAA,20-00420162,SW-Cleaning,API,2020-07-07T17:38:37Z,Open,2020-07-07T17:38:37Z,2020-08-18T17:38:37Z,Solid Waste,Service Response,"3422 LEVERTON AVE, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.29193763022457,-76.56839891668331,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5683989166833, 39.2919376302246)"
5004M00000efILeQAM,20-00506744,SW-Cleaning,API,2020-08-04T20:13:19Z,Open,2020-08-04T20:13:19Z,2020-09-16T20:13:19Z,Solid Waste,Service Response,"3431 E BALTIMORE ST, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,1,Southeastern,39.29236818509741,-76.56849227746464,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5684922774646, 39.2923681850974)"
5004M00000epk9OQAQ,20-00599584,SW-HGW,API,2020-09-01T18:28:19Z,Open,2020-09-01T18:28:19Z,2020-10-15T18:28:19Z,Solid Waste,Service Response,"3701 CENTRE PL, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,2,Southeastern,39.29067625544111,-76.56642960287579,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5664296028758, 39.2906762554411)"
5004M00000epkCYQAY,20-00599675,SW-HGW,API,2020-09-01T18:53:11Z,Open,2020-09-01T18:53:11Z,2020-10-15T18:53:11Z,Solid Waste,Service Response,"3609 CENTRE PL, Baltimore City, 21224",21224,BALTIMORE HIGHLANDS,2,Southeastern,39.29066843399267,-76.56647587219209,NA,NA,NA,NA,2020-10-03,9S,100 S CONKLING ST,SHOOTING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,STREET,1,08:46:00,NA,"c(-76.5664758721921, 39.2906684339927)"
